,label,run,error,n,d,rho,ratio,time
5085,Empirical mean (non-private),3,0.6413183593749999,4096,1024,0.125,0.0,0.0
5086,"PLAN(oracle), unclipped",3,1.8129111968843132,4096,1024,0.125,0.0,0.06180882453918457
5087,"PLAN(oracle), clipped",3,1.8130211228702662,4096,1024,0.125,0.0,-0.06180882453918457
5088,"PLAN(paper), unclipped",3,1.699062504134036,4096,1024,0.125,0.0,0.057961225509643555
5089,"PLAN(paper), clipped",3,1.7009951519621975,4096,1024,0.125,0.0,-0.057961225509643555
5090,"PLAN(noscale), unclipped",3,1.6314210091994172,4096,1024,0.125,0.0,0.05721712112426758
5091,"PLAN(noscale), clipped",3,1.6291767813483338,4096,1024,0.125,0.0,-0.05721712112426758
5092,"instance optimal, unclipped",3,1.8565461385846307,4096,1024,0.125,0.0,0.802107572555542
5093,"instance optimal, clipped",3,1.8528147392023944,4096,1024,0.125,0.0,0.802107572555542
5094,Empirical mean (non-private),3,1.25646484375,4096,1024,0.125,0.25,0.0
5095,"PLAN(oracle), unclipped",3,3.944795032449051,4096,1024,0.125,0.25,0.6515448093414307
5096,"PLAN(oracle), clipped",3,3.9586408854430175,4096,1024,0.125,0.25,-0.6515448093414307
5097,"PLAN(paper), unclipped",3,3.9905667589940945,4096,1024,0.125,0.25,0.6526932716369629
5098,"PLAN(paper), clipped",3,3.99185811304106,4096,1024,0.125,0.25,-0.6526932716369629
5099,"PLAN(noscale), unclipped",3,5.346471623445276,4096,1024,0.125,0.25,0.650597095489502
5100,"PLAN(noscale), clipped",3,5.356194986953113,4096,1024,0.125,0.25,-0.650597095489502
5101,"instance optimal, unclipped",3,5.266807031782412,4096,1024,0.125,0.25,0.8242464065551758
5102,"instance optimal, clipped",3,5.271700873005009,4096,1024,0.125,0.25,0.8242464065551758
5103,Empirical mean (non-private),3,1.911689453125,4096,1024,0.125,0.5,0.0
5104,"PLAN(oracle), unclipped",3,6.062891002466484,4096,1024,0.125,0.5,1.352280855178833
5105,"PLAN(oracle), clipped",3,6.0552005338280726,4096,1024,0.125,0.5,-1.352280855178833
5106,"PLAN(paper), unclipped",3,6.2041645344885925,4096,1024,0.125,0.5,1.3063812255859375
5107,"PLAN(paper), clipped",3,6.185791949939119,4096,1024,0.125,0.5,-1.3063812255859375
5108,"PLAN(noscale), unclipped",3,7.4401929596705685,4096,1024,0.125,0.5,1.462935209274292
5109,"PLAN(noscale), clipped",3,7.438022880638758,4096,1024,0.125,0.5,-1.462935209274292
5110,"instance optimal, unclipped",3,6.7223300619054065,4096,1024,0.125,0.5,0.8402142524719238
5111,"instance optimal, clipped",3,6.72533168209151,4096,1024,0.125,0.5,0.8402142524719238
5112,Empirical mean (non-private),3,2.63376953125,4096,1024,0.125,0.75,0.0
5113,"PLAN(oracle), unclipped",3,8.128564678772133,4096,1024,0.125,0.75,1.9596431255340576
5114,"PLAN(oracle), clipped",3,8.133272061499977,4096,1024,0.125,0.75,-1.9596431255340576
5115,"PLAN(paper), unclipped",3,8.254002329286896,4096,1024,0.125,0.75,1.9480416774749756
5116,"PLAN(paper), clipped",3,8.245872644241519,4096,1024,0.125,0.75,-1.9480416774749756
5117,"PLAN(noscale), unclipped",3,9.042914956531742,4096,1024,0.125,0.75,1.9348361492156982
5118,"PLAN(noscale), clipped",3,9.054306000245898,4096,1024,0.125,0.75,-1.9348361492156982
5119,"instance optimal, unclipped",3,8.58284956117874,4096,1024,0.125,0.75,0.7327244281768799
5120,"instance optimal, clipped",3,8.582259931960362,4096,1024,0.125,0.75,0.7327244281768799
5121,Empirical mean (non-private),3,3.199951171875,4096,1024,0.125,1.0,0.0
5122,"PLAN(oracle), unclipped",3,10.35164815617173,4096,1024,0.125,1.0,2.6271467208862305
5123,"PLAN(oracle), clipped",3,10.346170348135043,4096,1024,0.125,1.0,-2.6271467208862305
5124,"PLAN(paper), unclipped",3,10.469595749500154,4096,1024,0.125,1.0,2.6084909439086914
5125,"PLAN(paper), clipped",3,10.457038867631336,4096,1024,0.125,1.0,-2.6084909439086914
5126,"PLAN(noscale), unclipped",3,10.04822111713763,4096,1024,0.125,1.0,2.597684860229492
5127,"PLAN(noscale), clipped",3,10.044290433575956,4096,1024,0.125,1.0,-2.597684860229492
5128,"instance optimal, unclipped",3,10.029419464546649,4096,1024,0.125,1.0,0.7452576160430908
5129,"instance optimal, clipped",3,10.033974366165836,4096,1024,0.125,1.0,0.7452576160430908
5130,Empirical mean (non-private),4,0.6371337890625,4096,1024,0.125,0.0,0.0
5131,"PLAN(oracle), unclipped",4,1.7014079325255946,4096,1024,0.125,0.0,0.06234383583068848
5132,"PLAN(oracle), clipped",4,1.7023911177155615,4096,1024,0.125,0.0,-0.06234383583068848
5133,"PLAN(paper), unclipped",4,1.7670844873190927,4096,1024,0.125,0.0,0.05822896957397461
5134,"PLAN(paper), clipped",4,1.7664202154092536,4096,1024,0.125,0.0,-0.05822896957397461
5135,"PLAN(noscale), unclipped",4,1.6506914490040026,4096,1024,0.125,0.0,0.05685305595397949
5136,"PLAN(noscale), clipped",4,1.6470075413265497,4096,1024,0.125,0.0,-0.05685305595397949
5137,"instance optimal, unclipped",4,1.9205546825624775,4096,1024,0.125,0.0,0.7654261589050293
5138,"instance optimal, clipped",4,1.9173956651907336,4096,1024,0.125,0.0,0.7654261589050293
5139,Empirical mean (non-private),4,1.3097021484374998,4096,1024,0.125,0.25,0.0
5140,"PLAN(oracle), unclipped",4,3.9022811366393837,4096,1024,0.125,0.25,0.6534781455993652
5141,"PLAN(oracle), clipped",4,3.9073127282718443,4096,1024,0.125,0.25,-0.6534781455993652
5142,"PLAN(paper), unclipped",4,4.177814560442547,4096,1024,0.125,0.25,0.6538925170898438
5143,"PLAN(paper), clipped",4,4.177317252443661,4096,1024,0.125,0.25,-0.6538925170898438
5144,"PLAN(noscale), unclipped",4,5.443777519774747,4096,1024,0.125,0.25,0.7779686450958252
5145,"PLAN(noscale), clipped",4,5.4301428967044485,4096,1024,0.125,0.25,-0.7779686450958252
5146,"instance optimal, unclipped",4,5.089939830580377,4096,1024,0.125,0.25,0.7568833827972412
5147,"instance optimal, clipped",4,5.091464030825783,4096,1024,0.125,0.25,0.7568833827972412
5148,Empirical mean (non-private),4,1.882861328125,4096,1024,0.125,0.5,0.0
5149,"PLAN(oracle), unclipped",4,6.16625790297581,4096,1024,0.125,0.5,1.3104379177093506
5150,"PLAN(oracle), clipped",4,6.173329779431748,4096,1024,0.125,0.5,-1.3104379177093506
5151,"PLAN(paper), unclipped",4,6.0989029173500535,4096,1024,0.125,0.5,1.3181743621826172
5152,"PLAN(paper), clipped",4,6.097924618018283,4096,1024,0.125,0.5,-1.3181743621826172
5153,"PLAN(noscale), unclipped",4,7.2764300028166025,4096,1024,0.125,0.5,1.3077905178070068
5154,"PLAN(noscale), clipped",4,7.2840227048327755,4096,1024,0.125,0.5,-1.3077905178070068
5155,"instance optimal, unclipped",4,7.0293446913960835,4096,1024,0.125,0.5,0.7293124198913574
5156,"instance optimal, clipped",4,7.030794573463266,4096,1024,0.125,0.5,0.7293124198913574
5157,Empirical mean (non-private),4,2.5061474609375,4096,1024,0.125,0.75,0.0
5158,"PLAN(oracle), unclipped",4,8.453438059820543,4096,1024,0.125,0.75,1.9586875438690186
5159,"PLAN(oracle), clipped",4,8.450236655417426,4096,1024,0.125,0.75,-1.9586875438690186
5160,"PLAN(paper), unclipped",4,8.251159770260378,4096,1024,0.125,0.75,1.9365730285644531
5161,"PLAN(paper), clipped",4,8.259856688954205,4096,1024,0.125,0.75,-1.9365730285644531
5162,"PLAN(noscale), unclipped",4,8.849524184162727,4096,1024,0.125,0.75,1.9476566314697266
5163,"PLAN(noscale), clipped",4,8.848871159199774,4096,1024,0.125,0.75,-1.9476566314697266
5164,"instance optimal, unclipped",4,8.415858157435586,4096,1024,0.125,0.75,0.7565526962280273
5165,"instance optimal, clipped",4,8.417840234208319,4096,1024,0.125,0.75,0.7565526962280273
5166,Empirical mean (non-private),4,3.2635498046875,4096,1024,0.125,1.0,0.0
5167,"PLAN(oracle), unclipped",4,10.333221599716119,4096,1024,0.125,1.0,2.653482675552368
5168,"PLAN(oracle), clipped",4,10.338411143753866,4096,1024,0.125,1.0,-2.653482675552368
5169,"PLAN(paper), unclipped",4,10.597584241809018,4096,1024,0.125,1.0,2.6189463138580322
5170,"PLAN(paper), clipped",4,10.597060744135124,4096,1024,0.125,1.0,-2.6189463138580322
5171,"PLAN(noscale), unclipped",4,10.333907911151634,4096,1024,0.125,1.0,2.6090087890625
5172,"PLAN(noscale), clipped",4,10.329383252703021,4096,1024,0.125,1.0,-2.6090087890625
5173,"instance optimal, unclipped",4,10.05793415303563,4096,1024,0.125,1.0,0.6987009048461914
5174,"instance optimal, clipped",4,10.060942197288664,4096,1024,0.125,1.0,0.6987009048461914
5175,Empirical mean (non-private),5,0.6463671875,4096,1024,0.125,0.0,0.0
5176,"PLAN(oracle), unclipped",5,1.6166599973244238,4096,1024,0.125,0.0,0.06072998046875
5177,"PLAN(oracle), clipped",5,1.6154531953254534,4096,1024,0.125,0.0,-0.06072998046875
5178,"PLAN(paper), unclipped",5,1.7635271996149409,4096,1024,0.125,0.0,0.058113813400268555
5179,"PLAN(paper), clipped",5,1.7652454856727624,4096,1024,0.125,0.0,-0.058113813400268555
5180,"PLAN(noscale), unclipped",5,1.717537518213865,4096,1024,0.125,0.0,0.22194981575012207
5181,"PLAN(noscale), clipped",5,1.718346890919062,4096,1024,0.125,0.0,-0.22194981575012207
5182,"instance optimal, unclipped",5,1.953749711999433,4096,1024,0.125,0.0,0.8192553520202637
5183,"instance optimal, clipped",5,1.9528946277426582,4096,1024,0.125,0.0,0.8192553520202637
5184,Empirical mean (non-private),5,1.2863037109375,4096,1024,0.125,0.25,0.0
5185,"PLAN(oracle), unclipped",5,3.9614306423138776,4096,1024,0.125,0.25,0.6539132595062256
5186,"PLAN(oracle), clipped",5,3.971234903666778,4096,1024,0.125,0.25,-0.6539132595062256
5187,"PLAN(paper), unclipped",5,4.193507763745199,4096,1024,0.125,0.25,0.6618399620056152
5188,"PLAN(paper), clipped",5,4.203435155168702,4096,1024,0.125,0.25,-0.6618399620056152
5189,"PLAN(noscale), unclipped",5,5.4933897276306105,4096,1024,0.125,0.25,0.6531436443328857
5190,"PLAN(noscale), clipped",5,5.48550345301626,4096,1024,0.125,0.25,-0.6531436443328857
5191,"instance optimal, unclipped",5,5.339514064048955,4096,1024,0.125,0.25,0.7155451774597168
5192,"instance optimal, clipped",5,5.342506013664106,4096,1024,0.125,0.25,0.7155451774597168
5193,Empirical mean (non-private),5,1.9875927734375,4096,1024,0.125,0.5,0.0
5194,"PLAN(oracle), unclipped",5,6.241679009547223,4096,1024,0.125,0.5,1.3146092891693115
5195,"PLAN(oracle), clipped",5,6.247126471533647,4096,1024,0.125,0.5,-1.3146092891693115
5196,"PLAN(paper), unclipped",5,6.226771210059202,4096,1024,0.125,0.5,1.3070878982543945
5197,"PLAN(paper), clipped",5,6.229868368355239,4096,1024,0.125,0.5,-1.3070878982543945
5198,"PLAN(noscale), unclipped",5,7.484503521142494,4096,1024,0.125,0.5,1.3042879104614258
5199,"PLAN(noscale), clipped",5,7.487139466537258,4096,1024,0.125,0.5,-1.3042879104614258
5200,"instance optimal, unclipped",5,6.906383191452081,4096,1024,0.125,0.5,0.6910057067871094
5201,"instance optimal, clipped",5,6.908174690325069,4096,1024,0.125,0.5,0.6910057067871094
5202,Empirical mean (non-private),5,2.5567919921874998,4096,1024,0.125,0.75,0.0
5203,"PLAN(oracle), unclipped",5,7.6957800024279965,4096,1024,0.125,0.75,1.9311738014221191
5204,"PLAN(oracle), clipped",5,7.732109255215895,4096,1024,0.125,0.75,-1.9311738014221191
5205,"PLAN(paper), unclipped",5,7.979190617251105,4096,1024,0.125,0.75,1.9515042304992676
5206,"PLAN(paper), clipped",5,7.984726365737547,4096,1024,0.125,0.75,-1.9515042304992676
5207,"PLAN(noscale), unclipped",5,8.67192872464112,4096,1024,0.125,0.75,1.9200456142425537
5208,"PLAN(noscale), clipped",5,8.678616813545224,4096,1024,0.125,0.75,-1.9200456142425537
5209,"instance optimal, unclipped",5,8.21862367894923,4096,1024,0.125,0.75,0.7763626575469971
5210,"instance optimal, clipped",5,8.21822929623375,4096,1024,0.125,0.75,0.7763626575469971
5211,Empirical mean (non-private),5,3.2978515625,4096,1024,0.125,1.0,0.0
5212,"PLAN(oracle), unclipped",5,10.320979966685885,4096,1024,0.125,1.0,2.646879196166992
5213,"PLAN(oracle), clipped",5,10.326547945392464,4096,1024,0.125,1.0,-2.646879196166992
5214,"PLAN(paper), unclipped",5,10.316913110999462,4096,1024,0.125,1.0,2.6093499660491943
5215,"PLAN(paper), clipped",5,10.318188747775983,4096,1024,0.125,1.0,-2.6093499660491943
5216,"PLAN(noscale), unclipped",5,9.875332803133658,4096,1024,0.125,1.0,2.844456911087036
5217,"PLAN(noscale), clipped",5,9.879920149021293,4096,1024,0.125,1.0,-2.844456911087036
5218,"instance optimal, unclipped",5,9.788990783943095,4096,1024,0.125,1.0,0.7727913856506348
5219,"instance optimal, clipped",5,9.782275276115719,4096,1024,0.125,1.0,0.7727913856506348
5220,Empirical mean (non-private),6,0.6347412109374999,4096,1024,0.125,0.0,0.0
5221,"PLAN(oracle), unclipped",6,1.6879625067275792,4096,1024,0.125,0.0,0.061632633209228516
5222,"PLAN(oracle), clipped",6,1.6871327164357401,4096,1024,0.125,0.0,-0.061632633209228516
5223,"PLAN(paper), unclipped",6,1.7578784749287313,4096,1024,0.125,0.0,0.058158159255981445
5224,"PLAN(paper), clipped",6,1.757302091481388,4096,1024,0.125,0.0,-0.058158159255981445
5225,"PLAN(noscale), unclipped",6,1.68297719835451,4096,1024,0.125,0.0,0.05687284469604492
5226,"PLAN(noscale), clipped",6,1.6830270321259049,4096,1024,0.125,0.0,-0.05687284469604492
5227,"instance optimal, unclipped",6,1.8292204085862145,4096,1024,0.125,0.0,0.7298140525817871
5228,"instance optimal, clipped",6,1.8268095606916985,4096,1024,0.125,0.0,0.7298140525817871
5229,Empirical mean (non-private),6,1.308193359375,4096,1024,0.125,0.25,0.0
5230,"PLAN(oracle), unclipped",6,3.9397452348441857,4096,1024,0.125,0.25,0.6510725021362305
5231,"PLAN(oracle), clipped",6,3.936840308605116,4096,1024,0.125,0.25,-0.6510725021362305
5232,"PLAN(paper), unclipped",6,4.104284140987055,4096,1024,0.125,0.25,0.6532258987426758
5233,"PLAN(paper), clipped",6,4.105356584010622,4096,1024,0.125,0.25,-0.6532258987426758
5234,"PLAN(noscale), unclipped",6,5.328661725968871,4096,1024,0.125,0.25,0.6480073928833008
5235,"PLAN(noscale), clipped",6,5.344034955984251,4096,1024,0.125,0.25,-0.6480073928833008
5236,"instance optimal, unclipped",6,5.314989416368983,4096,1024,0.125,0.25,0.7770705223083496
5237,"instance optimal, clipped",6,5.309316161544534,4096,1024,0.125,0.25,0.7770705223083496
5238,Empirical mean (non-private),6,1.9342138671875,4096,1024,0.125,0.5,0.0
5239,"PLAN(oracle), unclipped",6,6.041169275979736,4096,1024,0.125,0.5,1.3369331359863281
5240,"PLAN(oracle), clipped",6,6.0426863358448495,4096,1024,0.125,0.5,-1.3369331359863281
5241,"PLAN(paper), unclipped",6,6.147012300930905,4096,1024,0.125,0.5,1.3093030452728271
5242,"PLAN(paper), clipped",6,6.136771589770033,4096,1024,0.125,0.5,-1.3093030452728271
5243,"PLAN(noscale), unclipped",6,7.008283455723831,4096,1024,0.125,0.5,1.3024766445159912
5244,"PLAN(noscale), clipped",6,7.004003006692118,4096,1024,0.125,0.5,-1.3024766445159912
5245,"instance optimal, unclipped",6,6.926920826574605,4096,1024,0.125,0.5,0.7721767425537109
5246,"instance optimal, clipped",6,6.925642837716101,4096,1024,0.125,0.5,0.7721767425537109
5247,Empirical mean (non-private),6,2.685244140625,4096,1024,0.125,0.75,0.0
5248,"PLAN(oracle), unclipped",6,8.168708524669766,4096,1024,0.125,0.75,1.9369831085205078
5249,"PLAN(oracle), clipped",6,8.17057482666736,4096,1024,0.125,0.75,-1.9369831085205078
5250,"PLAN(paper), unclipped",6,8.47977178860503,4096,1024,0.125,0.75,1.9639601707458496
5251,"PLAN(paper), clipped",6,8.47977178860503,4096,1024,0.125,0.75,-1.9639601707458496
5252,"PLAN(noscale), unclipped",6,9.183034259077262,4096,1024,0.125,0.75,2.1216845512390137
5253,"PLAN(noscale), clipped",6,9.199372764450441,4096,1024,0.125,0.75,-2.1216845512390137
5254,"instance optimal, unclipped",6,8.317184925100936,4096,1024,0.125,0.75,0.7940547466278076
5255,"instance optimal, clipped",6,8.328558237409457,4096,1024,0.125,0.75,0.7940547466278076
5256,Empirical mean (non-private),6,3.2822265625,4096,1024,0.125,1.0,0.0
5257,"PLAN(oracle), unclipped",6,10.302126318230897,4096,1024,0.125,1.0,2.6538472175598145
5258,"PLAN(oracle), clipped",6,10.295719579310134,4096,1024,0.125,1.0,-2.6538472175598145
5259,"PLAN(paper), unclipped",6,10.27412123032083,4096,1024,0.125,1.0,2.7115159034729004
5260,"PLAN(paper), clipped",6,10.267923324063709,4096,1024,0.125,1.0,-2.7115159034729004
5261,"PLAN(noscale), unclipped",6,10.362227010010287,4096,1024,0.125,1.0,2.602403402328491
5262,"PLAN(noscale), clipped",6,10.369100772140197,4096,1024,0.125,1.0,-2.602403402328491
5263,"instance optimal, unclipped",6,9.481769319040335,4096,1024,0.125,1.0,0.8282544612884521
5264,"instance optimal, clipped",6,9.474763594171653,4096,1024,0.125,1.0,0.8282544612884521
5265,Empirical mean (non-private),7,0.6548828124999999,4096,1024,0.125,0.0,0.0
5266,"PLAN(oracle), unclipped",7,1.8062983061290439,4096,1024,0.125,0.0,0.061267852783203125
5267,"PLAN(oracle), clipped",7,1.8054087397927288,4096,1024,0.125,0.0,-0.061267852783203125
5268,"PLAN(paper), unclipped",7,1.7306277671445462,4096,1024,0.125,0.0,0.05811023712158203
5269,"PLAN(paper), clipped",7,1.728559153449777,4096,1024,0.125,0.0,-0.05811023712158203
5270,"PLAN(noscale), unclipped",7,1.664003766334347,4096,1024,0.125,0.0,0.05684924125671387
5271,"PLAN(noscale), clipped",7,1.6631843887008932,4096,1024,0.125,0.0,-0.05684924125671387
5272,"instance optimal, unclipped",7,1.9067620402434595,4096,1024,0.125,0.0,0.7240607738494873
5273,"instance optimal, clipped",7,1.9032041556770891,4096,1024,0.125,0.0,0.7240607738494873
5274,Empirical mean (non-private),7,1.2658154296875,4096,1024,0.125,0.25,0.0
5275,"PLAN(oracle), unclipped",7,3.906183367714627,4096,1024,0.125,0.25,0.6545717716217041
5276,"PLAN(oracle), clipped",7,3.902684261955371,4096,1024,0.125,0.25,-0.6545717716217041
5277,"PLAN(paper), unclipped",7,4.047079340844281,4096,1024,0.125,0.25,0.6539223194122314
5278,"PLAN(paper), clipped",7,4.034991608284194,4096,1024,0.125,0.25,-0.6539223194122314
5279,"PLAN(noscale), unclipped",7,5.356861520838216,4096,1024,0.125,0.25,0.6521224975585938
5280,"PLAN(noscale), clipped",7,5.369544749971714,4096,1024,0.125,0.25,-0.6521224975585938
5281,"instance optimal, unclipped",7,5.130726649999856,4096,1024,0.125,0.25,0.7976357936859131
5282,"instance optimal, clipped",7,5.138577442213725,4096,1024,0.125,0.25,0.7976357936859131
5283,Empirical mean (non-private),7,1.8441796875,4096,1024,0.125,0.5,0.0
5284,"PLAN(oracle), unclipped",7,6.002150974779291,4096,1024,0.125,0.5,1.3611478805541992
5285,"PLAN(oracle), clipped",7,5.99355692802236,4096,1024,0.125,0.5,-1.3611478805541992
5286,"PLAN(paper), unclipped",7,6.242327968137907,4096,1024,0.125,0.5,1.3080315589904785
5287,"PLAN(paper), clipped",7,6.239610898115468,4096,1024,0.125,0.5,-1.3080315589904785
5288,"PLAN(noscale), unclipped",7,7.37517253544991,4096,1024,0.125,0.5,1.4988269805908203
5289,"PLAN(noscale), clipped",7,7.379755600997472,4096,1024,0.125,0.5,-1.4988269805908203
5290,"instance optimal, unclipped",7,7.232866893337889,4096,1024,0.125,0.5,0.7599954605102539
5291,"instance optimal, clipped",7,7.233832303779527,4096,1024,0.125,0.5,0.7599954605102539
5292,Empirical mean (non-private),7,2.6023291015625,4096,1024,0.125,0.75,0.0
5293,"PLAN(oracle), unclipped",7,8.027041411862552,4096,1024,0.125,0.75,1.9586224555969238
5294,"PLAN(oracle), clipped",7,8.015268858954895,4096,1024,0.125,0.75,-1.9586224555969238
5295,"PLAN(paper), unclipped",7,7.635018438750738,4096,1024,0.125,0.75,1.9483091831207275
5296,"PLAN(paper), clipped",7,7.618469905575247,4096,1024,0.125,0.75,-1.9483091831207275
5297,"PLAN(noscale), unclipped",7,8.594620956932758,4096,1024,0.125,0.75,1.9642724990844727
5298,"PLAN(noscale), clipped",7,8.59449109116031,4096,1024,0.125,0.75,-1.9642724990844727
5299,"instance optimal, unclipped",7,8.417440084050883,4096,1024,0.125,0.75,0.7020831108093262
5300,"instance optimal, clipped",7,8.41687075190768,4096,1024,0.125,0.75,0.7020831108093262
5301,Empirical mean (non-private),7,3.0826416015625,4096,1024,0.125,1.0,0.0
5302,"PLAN(oracle), unclipped",7,10.212439190384153,4096,1024,0.125,1.0,2.6203386783599854
5303,"PLAN(oracle), clipped",7,10.204395691339881,4096,1024,0.125,1.0,-2.6203386783599854
5304,"PLAN(paper), unclipped",7,10.1459958556845,4096,1024,0.125,1.0,2.598681688308716
